Contrast,Energy,Homogeneity,Correlation,Dissimilarity,ASM,Area,Perimeter,Epsilon,IsConvex,Class
0.337603962818004,0.36584574003677306,0.8833488527107558,0.9664406654919926,0.2501528864970646,0.13384310550305412,0.0,2.0,0.2,0.0,0
0.39631619985322897,0.5237350565133456,0.8698711317622163,0.9816269597246631,0.2824922027886497,0.2742984094210373,0.0,4.0,0.4,0.0,3
0.26450892857142855,0.28072452671287296,0.8860056029040215,0.9831588138117644,0.23372523238747553,0.07880625989816653,0.0,2.0,0.2,0.0,0
0.501337756849315,0.40920172726685106,0.8684418912072682,0.9644056350106706,0.29810573630136983,0.16744605359817435,1.0,4.828427076339722,0.4828427076339722,1.0,1
0.3624938845401174,0.3180298406967514,0.8734281377073227,0.9816994154579682,0.2706167441291585,0.10114297957360105,1.5,5.414213538169861,0.5414213538169861,1.0,0
0.3310718872309198,0.3203178720260437,0.8849704324675682,0.9836941020599451,0.24612814946183953,0.10260353913929293,3.5,11.41421353816986,1.1414213538169862,0.0,0
0.21346777152641877,0.34211477640305243,0.9089024063732591,0.9829977675710493,0.187232448630137,0.11704252023331055,0.0,2.0,0.2,0.0,3
0.6710494129158513,0.33478104499001315,0.8341700249354145,0.9260066210630825,0.3820710004892367,0.1120783480846052,2.0,6.828427076339722,0.6828427076339723,1.0,1
0.260568279109589,0.32393027581363143,0.8966151396510923,0.9834808253046385,0.2156425819471624,0.10493082358869532,7.5,11.071067690849304,1.1071067690849306,1.0,1
0.29929060665362034,0.38715320491312005,0.894699740008661,0.9685042215475297,0.22384876467710368,0.14988760407450033,0.0,0.0,0.0,0.0,2
0.39692774584148727,0.2869089576055614,0.8428507964408636,0.9625844637021223,0.32787655944227,0.08231674995430982,10.0,13.656854152679443,1.3656854152679445,0.0,2
0.4815236668297456,0.4323457649005363,0.8873880137352602,0.9562868879035774,0.25892857142857145,0.18692286042742978,0.5,3.414213538169861,0.34142135381698613,1.0,1
0.6397994129158512,0.4147140910458136,0.8649204857895136,0.9484300921026063,0.3205265410958904,0.17198777731195536,26.0,22.485281229019165,2.2485281229019165,0.0,1
0.2537151418786693,0.35138104972216627,0.9054268836960819,0.9724432707141794,0.19857662671232876,0.12346864210385147,0.0,0.0,0.0,0.0,2
0.4605820388943248,0.3383855174479993,0.8541585467956905,0.9590688782197825,0.31890212206457924,0.11450475841855023,0.0,0.0,0.0,0.0,2
0.43600171232876717,0.5196208900367618,0.8987917342990384,0.9693327712592221,0.23208170254403132,0.2700058693625965,6.0,9.656854152679443,0.9656854152679444,1.0,0
0.2702307057240705,0.3325870355697494,0.8938397509736385,0.9821514577328306,0.22145991316046965,0.11061413622907376,11.5,13.071067690849304,1.3071067690849305,1.0,0
0.8980552837573386,0.3325511500168377,0.8285585460671189,0.9239335574155049,0.4089255136986301,0.11059026737752131,6.5,11.41421353816986,1.1414213538169862,0.0,2
0.6239756604696672,0.27216266625745006,0.810446268527948,0.9438543353160983,0.4174107142857143,0.07407251690436416,0.0,4.828427076339722,0.4828427076339722,0.0,2
0.26076703155577297,0.4250122343873087,0.9110805074335075,0.9642321286488446,0.19069150562622306,0.1806353993788926,0.0,0.0,0.0,0.0,3
0.3921003546966732,0.2840910415299792,0.8434949419642332,0.9724442766705303,0.3261374755381604,0.08070771987758839,2.5,6.2426406145095825,0.6242640614509583,1.0,3
0.2853397137964775,0.5634940620087936,0.9207061718186325,0.9814089206569487,0.17700434197651663,0.31752555791917014,4.0,7.656854152679443,0.7656854152679444,1.0,0
0.31261466487279843,0.3607641513784043,0.8920766707331502,0.9680704259723646,0.22993364726027393,0.13015077291978022,9.0,14.485281229019165,1.4485281229019167,0.0,2
0.4473000244618396,0.3916297142182348,0.8716708282147175,0.9598334815789953,0.28458292563600784,0.15337383305865626,0.0,6.828427076339722,0.6828427076339723,0.0,0
0.35207849192759294,0.2870517949183931,0.856933763543384,0.972278763785628,0.29678709026418787,0.0823987329658712,0.0,4.0,0.4,0.0,2
0.3049053632583171,0.35701028989429057,0.8934337597029919,0.9688510858413553,0.22783528008806264,0.1274563470904054,0.0,0.0,0.0,0.0,2
0.5962076504403131,0.28886534198832253,0.8054216782444081,0.9531819799112808,0.4227808524951076,0.08344318580203053,5.5,11.071067690849304,1.1071067690849306,0.0,2
0.6070281922700587,0.2541984993858461,0.7993415743033464,0.9631119456725838,0.4346028008806262,0.064616877090016,0.0,0.0,0.0,0.0,3
0.4170361423679061,0.4190230605059761,0.8700023309329912,0.9708109651843744,0.28445297211350296,0.1755803252357949,2.0,6.828427076339722,0.6828427076339723,1.0,0
0.44506023727984345,0.44298665532608494,0.8792050583133879,0.967675701121805,0.271067759295499,0.1962371767969916,0.0,0.0,0.0,0.0,1
0.3400501467710372,0.302824314293979,0.8610933542937723,0.9856243242248794,0.2881834026418787,0.09170256532761857,5.0,8.828427076339722,0.8828427076339722,1.0,0
0.35575159001956946,0.5847282129675353,0.9172104215349697,0.9678503750997078,0.19227770303326813,0.34190708304020734,72.0,74.76955187320709,7.476955187320709,0.0,1
0.40489313233855184,0.3558103170615228,0.8767998890606118,0.96548735861875,0.2700395976027397,0.12660098172742137,13.5,17.899494647979736,1.7899494647979737,0.0,1
0.33111010885518594,0.29822476093715555,0.8679738361356952,0.9819497891035904,0.27495489848336596,0.08893800803602359,2.0,18.82842707633972,1.8828427076339722,0.0,0
0.35556048189823874,0.5554764463174783,0.907174358963471,0.9587253106946408,0.208934686888454,0.30855408241349436,27.0,31.313708305358887,3.131370830535889,0.0,1
0.33298296844422703,0.35214173503779234,0.8797990476493982,0.961275455596393,0.25455219545009783,0.12400380155542674,1.5,5.414213538169861,0.5414213538169861,1.0,2
0.48160393224070447,0.3304305910362157,0.8920594974553187,0.9751724424634989,0.2516091303816047,0.10918437549254284,10.0,13.656854152679443,1.3656854152679445,0.0,3
0.5427623532289628,0.4303321516080309,0.8667171795027743,0.9589572226603957,0.30745474559686886,0.1851857607075973,1.0,4.828427076339722,0.4828427076339722,1.0,1
0.4504724192759295,0.3463572557181946,0.8701068813340387,0.9604171051358129,0.2891465875733855,0.11996334858863886,0.0,0.0,0.0,0.0,0
0.6613181873776908,0.4096308457444175,0.8503054246325679,0.9463938113045895,0.350729268590998,0.16779742978528675,0.5,5.414213538169861,0.5414213538169861,0.0,1
